ENERGY,NELE_1,NELE_2,NELE_3,NELE_4,NELE_5,NELE_6,NELE_7,NELE_8
13.79,1.037473948034948e-18,4.293222039378116e-18,2.804249632132776e-18,5.714646420291463e-19,2.0508168926832491e-19,1.363555767100806e-19,7.193589922466725e-22,7.777721479599516e-22
13.8,9.806417412339627e-19,3.996233697597653e-18,2.2565988002054047e-18,5.444434796043754e-19,1.9703139692070596e-19,1.149795699942918e-19,7.178271027684944e-22,7.739322320640965e-22
13.81,9.294259778115004e-19,3.734652911549463e-18,1.9740971192934744e-18,5.196600084401131e-19,1.8953370215556207e-19,9.837278859984261e-20,7.164059298022325e-22,7.70141395141062e-22
13.82,8.830352102737883e-19,3.502029476619264e-18,1.7849669014797733e-18,4.9684792451901765e-19,1.82534034467804e-19,8.524593510894046e-20,7.149953077225558e-22,7.663986969560615e-22
13.83,8.4082001967055005e-19,3.2935491252229063e-18,1.6418598469870617e-18,4.75781770012238e-19,1.759847831026244e-19,7.470970952921827e-20,7.135950943559867e-22,7.62703221121293e-22
13.84,8.022425222029188e-19,3.1055005179402973e-18,1.5260634263895547e-18,4.562693054775229e-19,1.6984422086060697e-19,6.613658310348565e-20,7.122051502099933e-22,7.59054074344746e-22
13.85,7.668534090791353e-19,2.934950730778853e-18,1.4284876330601542e-18,1.6815560723343781e-18,1.6407562171186996e-19,5.90747668776146e-20,7.108253384087787e-22,7.554503857072205e-22
13.86,7.342744341442122e-19,2.7795362012493083e-18,1.3440656851441117e-18,9.731067680216027e-19,1.5864653267551256e-19,5.31931085116889e-20,7.094555246309112e-22,7.518913059663312e-22
13.87,7.041848985495971e-19,3.734013068608812e-18,1.269679518698032e-18,7.597622794409207e-19,1.5352816938152174e-19,4.824493232767969e-20,7.080955770487585e-22,7.483760068863409e-22
13.88,6.763111070850371e-19,2.9161345108497394e-18,1.2032622329318481e-18,6.51429273578299e-19,1.4869491147152959e-19,4.4043788672443423e-20,7.067453662696596e-22,7.449036805926997e-22
13.89,6.504180608013726e-19,2.6371744898469606e-18,1.1433629424133721e-18,5.830158527413459e-19,1.4412387910802568e-19,4.0446868056989193e-20,7.054047652787603e-22,7.414735389502409e-22
13.9,6.263028514322969e-19,2.455434487434662e-18,1.088916387195323e-18,5.342674071171539e-19,1.3979457577341883e-19,3.734345388902873e-20,7.040736493834796e-22,7.380848129640217e-22
13.91,6.03789364305419e-19,2.3124772888841013e-18,1.0391120156213963e-18,4.968047030025213e-19,1.3568858555632503e-19,3.464675174158225e-20,7.027518961595329e-22,7.347367522018551e-22
13.92,5.827239970011077e-19,2.1910474814547865e-18,9.933151289319994e-19,4.665162940646717e-19,1.3178931546496524e-19,7.0320610340144865e-19,7.014393853984853e-22,7.314286242376297e-22
13.93,5.629721735514698e-19,2.083952782751439e-18,9.510170035595869e-19,4.411372148756551e-19,1.2808177513962954e-19,6.646347366130127e-19,7.001359990567441e-22,7.281597141145351e-22
13.94,5.4441548689404125e-19,1.987498772703696e-18,9.118020019681348e-19,4.1930948969496284e-19,1.2455238777848706e-19,3.304185265012275e-19,6.988416212060024e-22,7.249293238273825e-22
13.95,5.269493413251185e-19,1.8994947255862815e-18,8.753250964496728e-19,4.001646417615466e-19,1.211888272335604e-19,1.7858139746262993e-18,6.975561379850204e-22,7.217367718232173e-22
13.96,5.104809957736244e-19,1.8184992845478263e-18,8.412960266571111e-19,3.8311740136024494e-19,4.690716616159885e-18,4.345331131373903e-19,6.962794375527549e-22,7.185813925194925e-22
13.97,4.949279305808241e-19,1.7434884741663336e-18,8.094678285647121e-19,3.6775661289648654e-19,1.1688167275664822e-18,2.8489596150278096e-19,6.9501141004277e-22,7.154625358390708e-22
13.98,4.802164770581447e-19,1.6736920629284866e-18,7.796283312240887e-19,3.5378307856040437e-19,7.069108030304388e-19,2.1923369512247094e-19,6.937519475188797e-22,7.123795667613701e-22
13.99,4.662806617838528e-19,1.6085053624512693e-18,7.515937223344179e-19,3.4097252872119807e-19,5.233003399232622e-19,1.8050578701662788e-19,6.925009439320087e-22,7.093318648890317e-22
14.0,4.530612273806296e-19,1.5474380769272513e-18,7.252035902858027e-19,3.291525511338998e-19,4.2390609424068667e-19,1.5438768345080082e-19,6.91258295078208e-22,7.063188240294554e-22
14.01,4.405047991128211e-19,1.4900827606851065e-18,7.003170423080419e-19,3.1818767813118235e-19,3.6111843189943183e-19,1.3535894805569272e-19,6.900238985577999e-22,7.033398517906171e-22
14.02,4.2856317258278086e-19,1.436094323158299e-18,6.768096218215274e-19,3.079693358345646e-19,3.17552047779398e-19,1.2077454360976965e-19,6.887976537356253e-22,7.003943691906258e-22
14.03,4.171927024820169e-19,1.3851761006976542e-18,6.545708294526413e-19,2.984094158428494e-19,2.8534470688443793e-19,1.091864915141461e-19,6.875794617023338e-22,6.974818102804463e-22
14.04,4.063536762117309e-19,1.337070018122888e-18,6.335021070023296e-19,2.894348748693183e-19,2.604207170794188e-19,9.972691755734906e-20,6.863692252367169e-22,6.946016217792944e-22
14.05,3.960102582221326e-19,1.2915494038652922e-18,6.1351518135671715e-19,2.8098468443817487e-19,2.4045536090871696e-19,9.184024394574633e-20,6.851668487690204e-22,6.91753262722202e-22
14.06,3.8612949553666256e-19,1.2484134906094587e-18,5.945306917388405e-19,2.730072017857305e-19,2.2402507463597817e-19,8.515240984923146e-20,6.839722383452279e-22,6.889362041192846e-22
14.07,3.7668137390983807e-19,1.2074836562296744e-18,5.76477042520387e-19,2.654582832269487e-19,2.102088432064462e-19,7.940172728077546e-20,6.827853015922798e-22,6.861499286262619e-22
14.08,3.6763841770148474e-19,1.1685995517434251e-18,5.592894374353814e-19,2.582998539542244e-19,1.9838402345712973e-19,7.43987010002712e-20,6.81605947684188e-22,6.833939302257836e-22
14.09,3.5897542704923994e-19,1.1316168807238586e-18,5.429090610427191e-19,2.5149880790040164e-19,1.8811426641008387e-19,7.000266274839628e-20,6.804340873090405e-22,6.806677139191781e-22
14.1,3.5066924703265057e-19,1.096405166275228e-18,5.272822807369735e-19,2.4502615012610557e-19,1.7908445637906602e-19,6.610665961007714e-20,6.792696326368477e-22,6.779707954282052e-22
14.11,3.426985643760988e-19,1.0628459920117854e-18,5.123604485107031e-19,2.388563200372022e-19,1.7106115689772593e-19,6.26281488609415e-20,6.781124972882178e-22,6.75302700906439e-22
14.12,3.350437279322331e-19,1.0308315343458378e-18,4.980987840733886e-19,2.329665513427962e-19,1.638676104082013e-19,5.950188187538052e-20,6.769625963038296e-22,6.7266296665994415e-22
14.13,3.276865897626083e-19,1.0002633254075932e-18,4.844563290173715e-19,2.2733683659917846e-19,1.5736740355159092e-19,5.667581044792094e-20,6.758198461146889e-22,6.700511388768516e-22
14.14,3.2061036411010747e-19,9.710512011252085e-19,9.480750663103471e-18,2.2194897182316633e-19,1.5145348388184686e-19,5.410781464140011e-20,6.746841645131317e-22,6.6746677336555625e-22
14.15,3.137995019562908e-19,9.431123998087013e-19,1.9495535858218673e-18,3.4349665534373676e-18,1.460405875135431e-19,5.1763417273924105e-20,6.735554706245607e-22,6.649094353011826e-22
14.16,3.072395791907123e-19,9.163707844185621e-19,1.2541134127962174e-18,5.037769878781736e-19,1.4105990188695633e-19,4.961410703680513e-20,6.724336848798921e-22,6.623786989800211e-22
14.17,3.009171966995105e-19,8.907561674750525e-19,9.863604608938475e-19,3.5968014647757595e-19,1.364552294121851e-19,4.7636088061792324e-20,6.713187289886893e-22,6.597742882290409e-22
14.18,2.9481989091700445e-19,8.66203721888927e-19,8.411226754915999e-19,3.0566848382934446e-19,1.3218018112261512e-19,4.5809333807060444e-20,6.702105259129694e-22,6.572956613141497e-22
14.19,2.889360535838923e-19,8.426534642789382e-19,7.479567468444043e-19,2.759505343737442e-19,1.2819609111069963e-19,4.411686171488005e-20,6.691089998416514e-22,6.548424111308828e-22
14.2,2.8325485962511077e-19,8.200497998699437e-19,6.818522644605389e-19,2.5632822000806735e-19,1.2447044429772495e-19,4.254417043633441e-20,6.680140761656446e-22,6.52414146154905e-22
14.21,2.777662022046943e-19,7.983411200359242e-19,6.316818612271452e-19,2.4190785115887316e-19,1.2097567566515864e-19,4.107879839809333e-20,6.66925681453539e-22,6.50010482865122e-22
14.22,2.724606341379851e-19,7.774794451048443e-19,5.917372240953533e-19,2.305482364058226e-19,1.1768824221314501e-19,3.970997406973888e-20,6.65843743427897e-22,6.475311897097922e-22
14.23,2.6732931494679424e-19,7.574201062785478e-19,5.587844100323684e-19,2.211619898269102e-19,1.1458789783045916e-19,3.842833632338758e-20,6.647681909421235e-22,6.451757583874007e-22
14.24,2.6236396293345874e-19,7.381214615146759e-19,5.30851530918508e-19,2.1313681441518644e-19,1.116571209839569e-19,3.722570893300062e-20,6.63698953957887e-22,6.428438239165166e-22
14.25,2.575568117273262e-19,7.195446410230953e-19,5.066657960461982e-19,1.6347118649451439e-18,1.0888065880218924e-19,5.0263211723789e-19,6.6263596352309975e-22,6.405350328162061e-22
14.26,2.5290047083299693e-19,7.016533186879491e-19,4.8536737794200655e-19,1.1255597252878571e-18,1.0624516073635981e-19,7.982234129397401e-19,6.615791517504191e-22,6.382490386513065e-22
14.27,2.4838828973699226e-19,6.844135062684276e-19,4.663533055461286e-19,6.660273787548457e-19,1.0373888182843598e-19,3.7636000574680716e-19,6.605284517962613e-22,6.359855018577715e-22
14.28,2.4401372517812626e-19,6.677933676808252e-19,4.491872902225458e-19,5.050266805851471e-19,1.0135144055603035e-19,2.5574815314877463e-19,6.594837978403246e-22,6.337440895732158e-22
14.29,2.397707113878748e-19,6.517630510391287e-19,4.335451236242697e-19,4.2134631074826054e-19,9.907361982906558e-20,1.973035906239887e-19,6.584451250655931e-22,6.3152447547241795e-22
14.3,2.3565353283245477e-19,6.362945364458837e-19,4.191802791826704e-19,3.6921168304618975e-19,9.689720237326003e-20,1.6247544079903865e-19,6.574123696388102e-22,6.293263396076755e-22
14.31,2.3165679930178427e-19,6.2136149779023145e-19,4.0590149673712096e-19,3.330979793811454e-19,9.481483371781253e-20,1.3920470312031565e-19,6.56385468691422e-22,6.2714936825379485e-22
14.32,2.2777542309484415e-19,6.069391770346226e-19,3.935577430026819e-19,3.06272117837069e-19,9.281990749591558e-20,2.319415427639087e-18,6.55364360300956e-22,6.249932537575839e-22
14.33,2.2400459809849207e-19,5.930042696632968e-19,3.8202786010445605e-19,2.8533509070351495e-19,9.090646889862366e-20,4.75115599951437e-19,6.543489834728428e-22,6.228576943917034e-22
14.34,2.2033978057885923e-19,5.795348201289373e-19,3.712132787236584e-19,2.6838232369132827e-19,8.90691329887366e-20,2.986463241820311e-19,6.533392781226609e-22,6.207423942127051e-22
14.35,2.167766715239913e-19,5.665101262745793e-19,3.6103278490308045e-19,2.542617492800723e-19,8.730301524950297e-20,2.2814374916309257e-19,6.52335185058783e-22,6.186470629231357e-22
14.36,2.1331120039351827e-19,5.53910651828781e-19,3.514186937651244e-19,2.422343399214821e-19,8.560367226207177e-20,1.8875785917163431e-19,6.513366459654359e-22,6.165714157375757e-22
14.37,2.0993951014624592e-19,5.417179461766957e-19,3.4231400632672715e-19,2.318033186111144e-19,3.820703791996987e-19,1.6299215293966666e-19,6.503436033861437e-22,6.145151732524563e-22
14.38,2.066579434299488e-19,5.299145707004885e-19,3.3367026562855667e-19,2.226221863133962e-19,1.0913413333501938e-19,1.4452296674043227e-19,6.493560007075459e-22,6.124780613195717e-22
14.39,2.0346302982945666e-19,5.184840310615516e-19,3.2544591842539187e-19,2.1444109060545082e-19,8.765744875367074e-20,1.304759355025594e-19,6.483737821435921e-22,6.104598109231206e-22
14.4,2.003514740796052e-19,5.074107148658268e-19,3.176050477949392e-19,2.0707526633316028e-19,8.19878051068548e-20,1.1934135781373937e-19,6.473968927200896e-22,6.084601580601934e-22
14.41,1.9732014515893914e-19,4.966797342977897e-19,3.1011638157994995e-19,2.0038487447656903e-19,7.920788684898459e-20,1.1024287911461436e-19,6.464252782596032e-22,6.064788436245874e-22
14.42,1.9436606618833518e-19,4.862772731054479e-19,3.029525085161778e-19,1.942619665733743e-19,7.727509265404969e-20,1.0263306664398157e-19,6.454588853666972e-22,6.0451561329383e-22
14.43,1.9148640506606812e-19,4.761899371400531e-19,2.9608925253774975e-19,1.8862175781865088e-19,7.56777508288386e-20,9.615023898468274e-20,6.444976614135016e-22,6.025702174193209e-22
14.44,1.8867846577743585e-19,4.66405109728354e-19,2.895051688393976e-19,1.833966309546299e-19,7.424767503272863e-20,9.054454758317166e-20,6.435415545256086e-22,6.006424109194796e-22
14.45,1.8593968032293656e-19,4.569108094985862e-19,2.831811345904044e-19,1.785319212917791e-19,7.291822249012663e-20,8.563747474455635e-20,6.4259051356827935e-22,5.98731953175829e-22
14.46,1.832676012142159e-19,4.476956515263287e-19,2.771000139092908e-19,1.7398289320968723e-19,7.165892505530256e-20,8.12972203867571e-20,6.416444881329576e-22,5.968386079318786e-22
14.47,1.806598944917467e-19,4.387488112911434e-19,2.7124638160451904e-19,1.69712531798389e-19,7.045409149281551e-20,7.742431635353481e-20,6.407034285240768e-22,5.949621431947707e-22
14.48,1.781143332223975e-19,4.3005999120830675e-19,2.6560629379597765e-19,1.6568990348665246e-19,6.929474576777347e-20,7.394205222516479e-20,6.397672857461662e-22,5.931023311395461e-22
14.49,1.7562879143884063e-19,4.21619389522516e-19,2.601670962202289e-19,1.618889210806994e-19,6.817524207119661e-20,7.079019640127547e-20,6.388360114912322e-22,5.912589480160076e-22
14.5,1.7320123848617631e-19,4.13417671370601e-19,2.54917263043653e-19,1.582874009792244e-19,6.709171463742364e-20,6.792071227864979e-20,6.379095581264173e-22,5.89431774058052e-22
14.51,1.7082973374419267e-19,4.0544594183814635e-19,2.4984626054093604e-19,1.5486633464076667e-19,6.604131499173517e-20,6.529476111606157e-20,6.369878786819318e-22,5.876205933954152e-22
14.52,1.6851242169646346e-19,3.976957208511357e-19,2.449444311694251e-19,1.5160931931030744e-19,6.502181300700211e-20,6.288055840396845e-20,6.360709268392344e-22,5.858251939677495e-22
14.53,1.6624752731998506e-19,3.901589197580898e-19,2.402028944744215e-19,1.4850210861099999e-19,6.403137679707236e-20,6.06518105749519e-20,6.351586569194885e-22,5.840453674409805e-22
14.54,1.640333517712956e-19,3.828278194711113e-19,2.3561346196329886e-19,1.4553225439166427e-19,6.306844531671067e-20,5.858655505791004e-20,6.342510238722443e-22,5.822809091258365e-22
14.55,1.6186826834706624e-19,3.7569505004595563e-19,2.311685636362176e-19,1.4268881878884752e-19,6.213165129937296e-20,5.666628619113571e-20,6.333479832643793e-22,5.80531617898522e-22
14.56,1.59750718699014e-19,3.687535715916887e-19,2.268611842944317e-19,1.39962140846576e-19,6.121977267573268e-20,5.487528731166609e-20,6.324494912692702e-22,5.787972961234426e-22
14.57,1.5767920928463682e-19,3.619966564099494e-19,2.226848080905629e-19,1.3734364591658245e-19,6.033170071663554e-20,5.320011391885552e-20,6.315555046561873e-22,5.770777495779454e-22
14.58,1.5565230803681e-19,3.5541787227242424e-19,2.1863337005917475e-19,1.3482568889044672e-19,5.946641833804799e-20,5.162908922597982e-20,6.306659807799317e-22,5.753727873789803e-22
14.59,1.5366864123666413e-19,3.49011066752803e-19,2.1470121358570514e-19,1.3240142440021282e-19,5.862298478053866e-20,5.015238403074066e-20,6.297808775706692e-22,5.736822219116595e-22
14.6,1.5172689057540328e-19,3.427703525365186e-19,2.1088305294908338e-19,1.3006469867687574e-19,5.780052441000436e-20,4.876116111360652e-20,6.289001535239955e-22,5.720058687596402e-22
14.61,1.4982579039188424e-19,3.3669009363788726e-19,2.0717394021710602e-19,1.2780995892376011e-19,5.699821826109426e-20,4.744776964130916e-20,6.280237676912001e-22,5.703435466372709e-22
14.62,1.47964125073812e-19,3.3076489246002516e-19,2.0356923589082e-19,1.2563217694763155e-19,5.621529745769709e-20,4.92452309761582e-20,6.271516796697341e-22,5.686950773234678e-22
14.63,1.4614072661134801e-19,3.2498957763813465e-19,2.000645827900778e-19,1.2352678446814314e-19,5.54510379534295e-20,4.658754737510584e-20,6.262838495938862e-22,5.670602855972577e-22
14.64,1.4435447229281495e-19,3.193591926115152e-19,1.9665588275139993e-19,1.2148951814688126e-19,5.470475622516474e-20,4.4976548870410314e-20,6.254202381256326e-22,5.654389991749315e-22
14.65,1.4260428253294857e-19,3.138689848739487e-19,1.9333927577449802e-19,1.1951667225328747e-19,5.397580567237672e-20,4.3667321207186006e-20,6.245608064456955e-22,5.63831048648789e-22
14.66,1.4088911882489508e-19,3.085143958560915e-19,1.9011112130796361e-19,1.176048584969662e-19,5.326357355206759e-20,4.2507835789832895e-20,6.237055162447739e-22,5.62236267427387e-22
14.67,1.3920798180780123e-19,3.0329105139707833e-19,1.8696798140973932e-19,1.1575077068655084e-19,5.2567478329556976e-20,4.1444877748689494e-20,6.228543297149575e-22,5.606544916772952e-22
14.68,1.3755990944245527e-19,2.9819475276581845e-19,1.8390660555573285e-19,1.139514549538723e-19,5.1886967359160075e-20,4.045390384168746e-20,6.220072095413144e-22,5.59085560266275e-22
14.69,1.3594397528799617e-19,2.932214681954838e-19,1.809239169016393e-19,1.1220418329794133e-19,5.1221514831762655e-20,3.952127382804971e-20,6.211641188936548e-22,5.57529314707858e-22
14.7,1.3435928687321922e-19,2.883673248974385e-19,1.7801699982974437e-19,1.1050643064811217e-19,5.057061994221625e-20,3.8638336591727763e-20,6.203250214184542e-22,5.559855991072944e-22
14.71,1.3280498415647318e-19,2.836286015233464e-19,1.751830886350893e-19,1.088558547790297e-19,4.993380524069791e-20,3.77989464296369e-20,6.194898812309473e-22,5.544542601088103e-22
14.72,1.312802380685786e-19,2.790017210465477e-19,1.7241945742154852e-19,1.072502786642178e-19,4.9310615140214235e-20,3.6998765518651245e-20,6.18658662907373e-22,5.529351468441509e-22
14.73,1.2978424913358855e-19,2.7448324403584525e-19,1.6972381021147068e-19,1.0568767492281892e-19,4.8700614558294267e-20,3.6234104458093864e-20,6.178313314773843e-22,5.514281108823732e-22
14.74,1.283162461625907e-19,2.70069862296862e-19,1.6709367264783023e-19,1.0416615206936988e-19,4.810338767525236e-20,3.550201294700186e-20,6.170078524166013e-22,5.499330061808438e-22
14.75,1.268754850160667e-19,2.657583928578337e-19,1.645267842265009e-19,1.0268394232203783e-19,4.751853679466846e-20,3.4799996246049574e-20,6.161881916393198e-22,5.48449689037419e-22
14.76,1.2546124743065795e-19,2.6154577227843457e-19,1.620209909758409e-19,1.0123939076234603e-19,4.6945681294226577e-20,3.412579992242287e-20,6.153723154913555e-22,5.469780180437717e-22
14.77,1.240728399064519e-19,2.5742905126163663e-19,1.5957423881944423e-19,9.983094567060287e-20,4.638445665698917e-20,3.347773366633122e-20,6.145601907430404e-22,5.455178540398176e-22
14.78,1.2270959265118305e-19,2.534053895501202e-19,1.5718456746482206e-19,1.471937438745811e-18,4.583451357470653e-20,3.2854018294007e-20,6.137517845823521e-22,5.440690600692426e-22
14.79,1.213708585779784e-19,2.494720510899138e-19,1.5485010476721018e-19,7.377010743957294e-19,4.529551711597787e-20,3.2253148207407046e-20,6.12947064608173e-22,5.426315013360615e-22
14.8,1.200560123535082e-19,2.456262996763083e-19,1.5256906152343618e-19,5.091148803467762e-19,4.4767145953057774e-20,3.1673763100411987e-20,6.121459988236927e-22,5.41205045162221e-22
14.81,1.1876444949360597e-19,2.418657941073331e-19,1.5033972665581839e-19,3.9723588151894243e-19,4.4249091641912066e-20,3.1114626385304035e-20,6.113485556299298e-22,5.397895609461767e-22
14.82,1.1749558550362005e-19,2.381879841611141e-19,1.4816046275043442e-19,3.30624820613378e-19,4.37410579507851e-20,3.0574608247072034e-20,6.105547038193796e-22,5.383849201224589e-22
14.83,1.1624885506093723e-19,2.345905070384083e-19,1.4602970191794385e-19,2.8627525521449217e-19,4.32427602331033e-20,3.0052672039894926e-20,6.0976441256979835e-22,5.369909961221554e-22
14.84,1.15023711237284e-19,2.3107108344429207e-19,1.4394594194849981e-19,2.545173495587414e-19,4.275392484100504e-20,2.9547863161483123e-20,6.089776514380827e-22,5.356076643343374e-22
14.85,1.1381962475856345e-19,2.276275140532238e-19,1.419077427352562e-19,2.3057701160694943e-19,5.546446723842212e-19,2.905929980827373e-20,6.0819439035429185e-22,5.342348020683557e-22
14.86,1.1263608330013457e-19,2.2425747633713303e-19,1.3991372294356947e-19,2.118254973560533e-19,8.760804464537336e-20,2.85861651887239e-20,6.07414599615773e-22,5.328722885170164e-22
14.87,1.1147259081556569e-19,2.2095932107908445e-19,1.3796255690530357e-19,1.9669591990331595e-19,5.353828337775973e-20,2.81277008883736e-20,6.066382498813944e-22,5.315200047205919e-22
14.88,1.103286668970265e-19,2.177308690785337e-19,1.3605297171968932e-19,1.8419617413771788e-19,4.5756224359197374e-20,2.768320115997962e-20,6.058653121659003e-22,5.301778335316623e-22
14.89,1.092038461655852e-19,2.1457020889297207e-19,1.3418374454397585e-19,1.7366744446946948e-19,4.284807440204236e-20,2.7252007967656253e-20,6.050957578343589e-22,5.28845659580755e-22
14.9,1.0809767768980084e-19,2.114754938101734e-19,1.32353700058734e-19,1.6465503359186283e-19,4.136193938206477e-20,2.683360743635826e-20,6.043295585967332e-22,5.275233692427548e-22
14.91,1.0700972443108324e-19,2.084449392262596e-19,1.3056170809409538e-19,1.5683494781511093e-19,4.0413109228429704e-20,2.642722428091647e-20,6.035666865025319e-22,5.262108506040844e-22
14.92,1.0593956271439701e-19,2.0547682014783164e-19,1.288066814044757e-19,1.4997004468232376e-19,3.9705663906683074e-20,2.603241891304916e-20,6.028071139355827e-22,5.249079934306144e-22
14.93,1.0488678172296997e-19,2.0256936881615536e-19,1.270875735804824e-19,1.4388272808692305e-19,3.912157388314976e-20,2.5648685628010815e-20,6.020508136088894e-22,5.236146891362956e-22
14.94,1.038509830157423e-19,1.997211726072113e-19,1.2540337708770769e-19,1.3843733694730227e-19,3.860742152963785e-20,2.527554922917671e-20,6.012977585595878e-22,5.223308307524949e-22
14.95,1.0283178006637237e-19,1.9693057132972877e-19,1.237531214230377e-19,1.3352843670459128e-19,3.8136595489701e-20,2.4912562624619857e-20,6.005479221440013e-22,5.210563128980069e-22
14.96,1.0182879782268671e-19,1.9419605570767381e-19,1.2213587137991966e-19,1.2907282744856545e-19,3.769478952241271e-20,2.455930466439071e-20,5.998012780327818e-22,5.19791031749732e-22
14.97,1.0084167228552043e-19,1.9151616522536439e-19,1.2055072541475775e-19,1.250039613454294e-19,3.7273815189197214e-20,2.421537818822637e-20,5.990578002061396e-22,5.185348850140082e-22
14.98,9.987005010596016e-20,1.8888948624611773e-19,1.1899681410729106e-19,1.2126796245015305e-19,3.68687292578793e-20,2.388040825813766e-20,5.98317462949167e-22,5.172877718985634e-22
14.99,9.891358820006254e-20,1.8631465021559511e-19,1.1747319909309507e-19,1.1782073674778515e-19,3.6476405104463966e-20,2.3554040554154573e-20,5.975802408472473e-22,5.160495930850919e-22
15.0,9.797195338016263e-20,1.8379033194546823e-19,1.1597927054314678e-19,1.1462583918498852e-19,3.609478043367552e-20,2.3235939914642193e-20,5.96746141335683e-22,5.148202507024231e-22
15.01,9.704482200195192e-20,1.8131524797329798e-19,1.1451414700785034e-19,1.116528759955758e-19,3.572244150720933e-20,2.2925789005188492e-20,5.960151189170572e-22,5.135996483002758e-22
15.02,9.613187962654091e-20,1.788880551830403e-19,1.1307707382509323e-19,1.0887629184994946e-19,3.5358383615846655e-20,2.262328710221885e-20,5.952871371389297e-22,5.123876908235875e-22
15.03,9.523282069676907e-20,1.7650774885687226e-19,1.1166732195601122e-19,1.0627443783429588e-19,3.5001868020383166e-20,2.2328148979296748e-20,5.945621717435758e-22,5.111842845873876e-22
15.04,9.434734822706633e-20,1.7417306145743178e-19,1.102841868887578e-19,1.0382874725177589e-19,3.465233376055827e-20,2.204010388559397e-20,5.938401987518159e-22,5.099893372522192e-22
15.05,9.34751735062136e-20,1.7188286141778853e-19,1.089269876000894e-19,1.0152356687605975e-19,2.3569783235131775e-18,2.1758894607306788e-20,5.931211944589004e-22,5.088027578000885e-22
15.06,9.261601581237186e-20,1.6963605171131703e-19,1.0759506557108112e-19,9.934510632823532e-20,4.935371588895042e-19,2.1484276603897262e-20,5.924051354304714e-22,5.0762445651091915e-22
15.07,9.176960213980182e-20,1.674315685947627e-19,1.062877838535716e-19,9.728147784545728e-20,2.177721232767856e-19,2.1216017211987534e-20,5.916919984985892e-22,5.064543449395222e-22
15.08,9.09356669367122e-20,1.6526838040459715e-19,1.0500452618418884e-19,1.2420988589261886e-18,1.3027437786878097e-19,2.0953894910551206e-20,5.909817607578414e-22,5.052923358930422e-22
15.09,9.011395185371528e-20,1.6314548640408281e-19,1.0374469614303336e-19,5.215544789206843e-19,9.211429920117452e-20,2.0697698641751288e-20,5.902743995615046e-22,5.041383434088877e-22
15.1,8.930420550239148e-20,1.6106191567858905e-19,1.0250771635431476e-19,3.539391491287152e-19,7.218994355635623e-20,2.044722718239237e-20,5.894698955561684e-22,5.029922827331245e-22
15.11,8.850618322349075e-20,1.5901672607686366e-19,1.012930277264225e-19,2.7854425953954304e-19,6.048857789003249e-20,2.0202288561487436e-20,5.88768255202641e-22,5.018540702993217e-22
15.12,8.771964686432686e-20,1.570090031960639e-19,1.0010008872909664e-19,2.352720103627426e-19,5.3014892264787373e-20,1.996269951991125e-20,5.88069424956123e-22,5.007236237078379e-22
15.13,8.694436456494122e-20,1.5503785940848374e-19,9.892837470552395e-20,2.0694778694741513e-19,1.218464115906509e-18,1.972828500852508e-20,5.87373383167708e-22,4.996008617055489e-22
15.14,8.618011055263558e-20,1.5310243292801583e-19,9.777737721733611e-20,1.8680302107528355e-19,5.449181462311061e-19,1.9498877721520258e-20,5.86680108429031e-22,4.984857041659912e-22
15.15,8.542666494449497e-20,1.5120188691449285e-19,9.664660342062161e-20,1.716294195396445e-19,3.6207505097984933e-19,1.92743176620483e-20,5.859895795688228e-22,4.973780720699053e-22
15.16,8.468381355754013e-20,1.4933540861415392e-19,9.553557547119585e-20,1.5970927025354134e-19,2.7531212046404623e-19,1.905445173749298e-20,5.853017756495312e-22,4.9627788748620575e-22
15.17,8.395134772616744e-20,1.4750220853456803e-19,9.444382995748688e-20,1.5003927594433197e-19,2.2434751838697384e-19,1.8839133381988237e-20,5.846166759640006e-22,4.951850735533156e-22
15.18,8.322906412655129e-20,1.4570151965243626e-19,9.337091735950132e-20,1.4199370390555756e-19,1.9070427097738288e-19,1.8628222204013857e-20,5.839342600321958e-22,4.940995544609048e-22
15.19,8.251676460770667e-20,1.4393259665277532e-19,9.231640153244257e-20,1.3516175083989194e-19,1.6678263846219355e-19,1.8421583657100035e-20,5.832545075980025e-22,4.930212554319855e-22
15.2,8.181415634593194e-20,1.4219471519806287e-19,9.127975927452496e-20,1.2926233929201086e-19,1.4887194489287224e-19,1.8219088731851146e-20,5.825773986260679e-22,4.919501027053896e-22
15.21,8.112125074904955e-20,1.4048717122599278e-19,9.026077973557106e-20,1.2409649319315068e-19,1.3494087374345436e-19,1.802061366766005e-20,5.819029132987024e-22,4.908860235185765e-22
15.22,8.043776422017938e-20,1.3880928027456777e-19,8.925896396246944e-20,1.1951927667949593e-19,1.2378262031040392e-19,1.782603968262877e-20,5.81231032012829e-22,4.898289460908191e-22
15.23,7.97635177334716e-20,1.371603768333041e-19,8.827392459517752e-20,1.1542251898631912e-19,1.1463441412328287e-19,1.7635252720338962e-20,5.8056173537699e-22,4.887787996067011e-22
15.24,7.909833668130786e-20,1.3553981371940333e-19,8.730528539260738e-20,1.1172377800394414e-19,1.069902067300624e-19,1.7448143212235017e-20,5.798950042084037e-22,4.877355141999623e-22
15.25,7.8442050739638e-20,1.3394696147779005e-19,8.635268083876595e-20,1.0835906194156026e-19,1.0050091508880054e-19,1.7264605854485607e-20,5.792308195300652e-22,4.866990209376638e-22
