ENERGY,XSECTN
90.6,1.986344899847793e-21
90.7,1.969834193224624e-21
90.8,1.9535381013482683e-21
90.9,1.9376470807141374e-21
91.0,1.9220518639720592e-21
91.1,1.906743658801209e-21
91.2,1.8917140427925426e-21
91.3,1.87695494064617e-21
91.4,1.862458603527646e-21
91.5,1.8482175902899737e-21
91.6,1.834224750318387e-21
91.7,1.8203735716831253e-21
91.8,1.806857135220322e-21
91.9,1.7935690097207885e-21
92.0,1.78050306116432e-21
92.1,1.7676533785514025e-21
92.2,1.7550142631772606e-21
92.3,1.7425802186184637e-21
92.4,1.730345941364699e-21
92.5,1.7183063120372466e-21
92.6,1.7064563871424456e-21
92.7,4.881161499770944e-16
92.8,8.704509515581286e-17
92.9,4.4611617619035534e-17
93.0,2.867692665002246e-17
93.1,2.0452201188539523e-17
93.2,1.549806471512429e-17
93.3,1.2225188465814457e-17
93.4,9.925138966792357e-18
93.5,8.235288205804966e-18
93.6,6.95131710088146e-18
93.7,5.9496646794924026e-18
93.8,5.151429804425336e-18
93.9,4.504005190788006e-18
94.0,3.971059714347265e-18
94.1,3.5267592997849114e-18
94.2,3.1522755368424203e-18
94.3,2.8335931872869458e-18
94.4,2.560087273157381e-18
94.5,2.3235730449489752e-18
94.6,2.117655810195987e-18
94.7,1.9372762087889585e-18
94.8,1.7783860031827776e-18
94.9,1.6377129190715197e-18
95.0,1.5125874256109795e-18
95.1,1.4008132505246707e-18
95.2,1.3005699055967792e-18
95.3,1.210337190732859e-18
95.4,1.1288376712126301e-18
95.5,1.054991244225173e-18
95.6,9.878798957094569e-19
95.7,9.267187809116256e-19
95.8,8.708339483044091e-19
95.9,8.196439517087169e-19
96.0,7.726450019493093e-19
96.1,7.293988350959583e-19
96.2,6.89522741622109e-19
96.3,6.526813259900537e-19
96.4,6.185796606629952e-19
96.5,5.869575704560736e-19
96.6,5.575848382867128e-19
96.7,5.30257165985567e-19
96.8,5.047927569622583e-19
96.9,4.810294134570789e-19
97.0,4.588220615384462e-19
97.1,4.3804063318949815e-19
97.2,4.1856824771951153e-19
97.3,4.002996450598595e-19
97.4,3.831398318134678e-19
97.5,3.6700290764641893e-19
97.6,3.518110450691979e-19
97.7,3.3749360010949327e-19
97.8,3.239863350280601e-19
97.9,3.112307372316286e-19
98.0,2.99173421016418e-19
98.1,2.877656008308952e-19
98.2,2.7696242716044267e-19
98.3,2.6672337490743325e-19
98.4,2.570106764146474e-19
98.5,2.4778980207628094e-19
98.6,2.390289708284621e-19
98.7,2.306988935179801e-19
98.8,2.227725437013832e-19
98.9,2.1522495257916595e-19
99.0,2.0803302520842356e-19
99.1,2.0117527562384447e-19
99.2,1.9463197832859359e-19
99.3,1.8838483457610295e-19
99.4,1.8241665200053158e-19
99.5,1.7671153588489437e-19
99.6,1.7125469059924369e-19
99.7,1.6603233041232048e-19
99.8,1.6103159859398684e-19
99.9,1.5624049394149464e-19
100.0,1.5164780396321606e-19
100.1,1.472430440411603e-19
100.2,1.430164019703764e-19
100.3,1.389586873405365e-19
100.4,1.350612852839818e-19
100.5,1.3131601426424078e-19
100.6,1.2771548725357831e-19
100.7,1.2425237600622158e-19
100.8,1.209201787396038e-19
100.9,1.1771248991991893e-19
101.0,1.1462337308298357e-19
101.1,1.1164723532744249e-19
101.2,1.0877880397024898e-19
101.3,1.0601310502051713e-19
101.4,1.0334544331226666e-19
101.5,1.0077138415213618e-19
101.6,9.828673635197981e-20
101.7,9.588753652867935e-20
101.8,9.357003456459257e-20
101.9,9.133068013201885e-20
102.0,8.916601024435773e-20
102.1,8.707303753987349e-20
102.2,8.504863954213266e-20
102.3,8.308994870205162e-20
102.4,8.119414312277607e-20
102.5,7.935883764781818e-20
102.6,7.758147597024246e-20
102.7,7.585972306964844e-20
102.8,7.419135816098125e-20
102.9,7.257426813058984e-20
103.0,7.100644140487988e-20
103.1,6.948596221943638e-20
103.2,9.389354140857545e-16
103.3,2.788860800468511e-16
103.4,1.5339770923145653e-16
103.5,1.0112632734577905e-16
103.6,7.302676467913958e-17
103.7,5.576122935566975e-17
103.8,4.4228079288715904e-17
103.9,3.6067336207473204e-17
104.0,3.0043452965177703e-17
104.1,2.5450213827047247e-17
104.2,2.1856492889383622e-17
104.3,1.898523414020941e-17
104.4,1.6650896764097837e-17
104.5,1.4724942552920277e-17
104.6,1.3115760490079412e-17
104.7,1.1756464263773288e-17
104.8,1.0597194543349316e-17
104.9,9.600106223397491e-18
105.0,8.736014579750955e-18
105.1,7.982093641853296e-18
105.2,7.320265865342808e-18
105.3,6.736051961871401e-18
105.4,6.2177360622894106e-18
105.5,5.755750332404198e-18
105.6,5.342215038264712e-18
105.7,4.970590440191527e-18
105.8,4.635410277043507e-18
105.9,4.332075551599584e-18
106.0,4.056693414259928e-18
106.1,3.805950145791821e-18
106.2,3.5770101845445494e-18
106.3,3.3674352336520345e-18
106.4,3.1751189854186058e-18
106.5,2.9982340912670497e-18
106.6,2.8351887069535204e-18
106.7,2.6845912369475444e-18
106.8,2.5452202465332393e-18
106.9,2.4160003467581195e-18
107.0,2.2959816116700706e-18
107.1,2.184322384438977e-18
107.2,2.0802747799589697e-18
107.3,1.983172409440704e-18
107.4,1.8924199447591168e-18
107.5,1.8074842130007197e-18
107.6,1.7278865692429548e-18
107.7,1.6531963414860428e-18
107.8,1.5830251784139732e-18
107.9,1.5170221602526178e-18
108.0,1.4548695569309386e-18
108.1,1.3962791372040259e-18
108.2,1.3409889482756225e-18
108.3,1.2887604984726904e-18
108.4,1.2393762862358973e-18
108.5,1.192637627539378e-18
108.6,1.1483627411910245e-18
108.7,1.106385057571589e-18
108.8,1.0665517214702168e-18
108.9,1.028722263946348e-18
109.0,9.927674217389715e-19
109.1,9.585680857710454e-19
109.2,9.26014362856864e-19
109.3,8.95004736890313e-19
109.4,8.654453176374185e-19
109.5,8.372491668300651e-19
109.6,8.103356926022868e-19
109.7,7.8463010446296735e-19
109.8,7.600629219884017e-19
109.9,7.365695312701678e-19
110.0,7.140897838891106e-19
110.1,6.925676338218093e-19
110.2,6.71950808236991e-19
110.3,6.521905086176964e-19
110.4,6.332411390612738e-19
110.5,6.150600589722722e-19
110.6,5.976073576801617e-19
110.7,5.808456487912971e-19
110.8,5.647398823275928e-19
110.9,5.492571729179351e-19
111.0,5.343666424961781e-19
111.1,5.200392761249724e-19
111.2,5.062477897107807e-19
111.3,4.9296650850441e-19
111.4,4.801712553956682e-19
111.5,4.678392481120581e-19
111.6,4.559490045212414e-19
111.7,4.444802553170232e-19
111.8,4.3341386343973398e-19
111.9,4.2273174964526987e-19
112.0,4.1241682369379146e-19
112.1,4.024529206795524e-19
112.2,3.9282474206872206e-19
112.3,3.835178010525884e-19
112.4,3.7451837185993e-19
112.5,3.6581344270507267e-19
112.6,3.573906720774777e-19
112.7,3.492383481052212e-19
112.8,3.4134535074854566e-19
112.9,3.3370111660113423e-19
113.0,3.2629560609626667e-19
113.1,3.1911927293245416e-19
113.2,3.121630355491553e-19
113.3,3.0541825049747365e-19
113.4,2.98876587615706e-19
113.5,2.925304067086851e-19
113.6,2.8637213568731224e-19
113.7,2.8039465042641726e-19
113.8,2.7459115561237886e-19
113.9,2.6895516687987403e-19
114.0,2.6348049406366133e-19
114.1,2.581612254868503e-19
114.2,2.5299171321329415e-19
114.3,2.4796655919734725e-19
114.4,2.430806022693645e-19
114.5,2.3832880607854614e-19
114.6,2.337066471837496e-19
114.7,2.2920950434887893e-19
114.8,2.2483304857469757e-19
114.9,2.205731333535981e-19
115.0,2.1642578561355436e-19
115.1,2.1238719717850553e-19
115.2,2.0845371671195094e-19
115.3,2.04621842112886e-19
115.4,2.008882133354183e-19
115.5,1.972496056054272e-19
115.6,1.9370292300947606e-19
115.7,1.902451924329345e-19
115.8,1.86873557825829e-19
115.9,1.8358527477643036e-19
116.0,1.8037770537393757e-19
116.1,1.772483133428652e-19
116.2,1.7419465943292374e-19
116.3,1.7121439704924568e-19
116.4,1.6830526810880724e-19
116.5,1.6546509910984363e-19
116.6,1.6269179740187578e-19
116.7,1.599833476448182e-19
116.8,1.5733780844632406e-19
116.9,1.5475330916724827e-19
117.0,1.5222804688574794e-19
117.1,1.4976028351110919e-19
117.2,1.4734834303898003e-19
117.3,1.4499060894018136e-19
117.4,1.426855216757525e-19
117.5,1.404315763313509e-19
117.6,1.3822732036452558e-19
117.7,1.3607135145878843e-19
117.8,1.3396231547876618e-19
117.9,1.3189890452105316e-19
118.0,1.298798550557175e-19
118.1,1.279039461536857e-19
118.2,1.259699977955415e-19
118.3,1.2407686925750462e-19
118.4,1.2222345757061607e-19
118.5,1.2040869604938435e-19
118.6,1.186315528863505e-19
118.7,1.168910298092424e-19
118.8,1.1518616079756957e-19
118.9,1.1351601085568387e-19
119.0,1.1187967483950716e-19
119.1,1.1027627633426965e-19
119.2,1.0870496658075625e-19
119.3,1.0716492344769662e-19
119.4,1.0565535044805131e-19
119.5,1.0417547579708657e-19
119.6,1.0272455151022472e-19
119.7,1.0130185253877898e-19
119.8,9.990667594177315e-20
119.9,9.853834009214345e-20
120.0,9.719618391571631e-20
120.1,9.587956616142499e-20
120.2,9.458786470132639e-20
120.3,9.332047585903544e-20
120.4,9.2076813765279e-20
120.5,9.085630973933145e-20
120.6,8.965841169515618e-20
120.7,8.848258357114142e-20
120.8,8.732830478236944e-20
120.9,8.619506969441314e-20
121.0,8.50823871177076e-20
121.1,8.398977982158348e-20
121.2,8.291678406710206e-20
121.3,8.186294915786939e-20
121.4,8.082773702053422e-20
121.5,7.981082208595518e-20
121.6,7.881188994032716e-20
121.7,7.783043788176958e-20
121.8,7.68660742654365e-20
121.9,7.591821828115229e-20
122.0,7.498689958717636e-20
122.1,7.407155714109705e-20
122.2,7.317184002390002e-20
122.3,7.228740670138997e-20
122.4,7.14179247286027e-20
122.5,7.056307046492531e-20
122.6,6.972242892711151e-20
122.7,6.88958933119303e-20
122.8,6.808306461169131e-20
122.9,6.728365175359965e-20
123.0,6.649737119075519e-20
123.1,6.572394667297638e-20
123.2,6.496310902565162e-20
123.3,6.421459593629922e-20
123.4,6.347815174853096e-20
123.5,6.275342729849643e-20
123.6,6.204037977757827e-20
123.7,6.133867216985609e-20
123.8,6.064807352117084e-20
123.9,5.996835860462849e-20
124.0,5.929930775332451e-20
124.1,5.864070669868368e-20
124.2,5.799234641420989e-20
124.3,5.735392299364706e-20
124.4,5.672543750158393e-20
124.5,5.610659566682153e-20
124.6,5.549720796980889e-20
124.7,5.489708942604822e-20
124.8,5.430605945827786e-20
124.9,5.372384185367e-20
125.0,5.315046443372537e-20
125.1,5.258565908428105e-20
125.2,5.20292616594728e-20
125.3,5.148111184079355e-20
125.4,5.094105303197917e-20
125.5,5.040893225721666e-20
125.6,4.988460006255349e-20
125.7,4.936791042039468e-20
125.8,4.8858720636979734e-20
125.9,4.835689126273253e-20
126.0,4.786228600538524e-20
126.1,4.7374771645776737e-20
126.2,4.68942179562358e-20
126.3,4.6420497621456586e-20
126.4,4.595348616178151e-20
126.5,4.549306185880931e-20
126.6,4.5039105683247313e-20
126.7,4.459150122493289e-20
126.8,4.4150134624949125e-20
126.9,4.371489450976444e-20
127.0,4.3285671927328895e-20
127.1,4.28623602850589e-20
127.2,4.244485528965036e-20
127.3,4.2032954931473247e-20
127.4,4.162675953007453e-20
127.5,4.1226071114650794e-20
127.6,4.083079402160218e-20
127.7,4.0440834611023734e-20
127.8,4.005610121627835e-20
127.9,3.9676504095014895e-20
128.0,3.9301955381585624e-20
128.1,3.8932369040816386e-20
128.2,3.8567660823087536e-20
128.3,3.820774822068227e-20
128.4,3.785255042536349e-20
128.5,3.7501988287137896e-20
128.6,3.7155984274172774e-20
128.7,3.681446243382574e-20
128.8,3.6477348354755365e-20
128.9,3.614456913007732e-20
129.0,3.581605332153306e-20
129.1,3.549173092464109e-20
129.2,3.517153333479925e-20
129.3,3.48553933143088e-20
129.4,3.4543244960292395e-20
129.5,3.423502367347803e-20
129.6,3.393066612782329e-20
129.7,3.3630110240953107e-20
129.8,3.3333295145387966e-20
129.9,3.304016116053768e-20
130.0,3.275064976543741e-20
130.1,3.246470357220459e-20
130.2,3.218226630019489e-20
130.3,3.190328275083632e-20
130.4,3.162769878312131e-20
130.5,3.135546128973686e-20
130.6,3.1086518173815575e-20
130.7,3.0820818326287576e-20
130.8,3.0558311603816247e-20
130.9,3.029894880730216e-20
131.0,3.004268166093556e-20
131.1,2.978946279178548e-20
131.2,2.95392457099065e-20
131.3,2.9291984788950654e-20
131.4,2.9047635247269e-20
131.5,2.8806153129488316e-20
131.6,2.856749528855095e-20
131.7,2.833151945502316e-20
131.8,2.809838403560874e-20
131.9,2.78679481284708e-20
132.0,2.764017164900478e-20
132.1,2.741501523760825e-20
132.2,2.719244024423324e-20
132.3,2.6972408713316238e-20
132.4,2.6754883369077645e-20
132.5,2.6539827601177747e-20
132.6,2.6327205450722385e-20
132.7,2.6116981596606128e-20
132.8,2.5909121342185604e-20
132.9,2.5703590602273e-20
133.0,2.5500355890440783e-20
133.1,2.5299384306630436e-20
133.2,2.5100643525055653e-20
133.3,2.4904101782393034e-20
133.4,2.4709727866252175e-20
133.5,2.451749110391719e-20
133.6,2.4327361351353642e-20
133.7,2.4139308982472706e-20
133.8,2.3953304878646242e-20
133.9,2.3769320418466293e-20
134.0,2.3587327467741966e-20
134.1,2.340729836972803e-20
134.2,2.3229205935579206e-20
134.3,2.3053023435023735e-20
134.4,2.2878724587251226e-20
134.5,2.270628355200823e-20
134.6,2.2535674920897388e-20
134.7,2.236687370887396e-20
134.8,2.2199855345935218e-20
134.9,2.2034595668997438e-20
135.0,2.187107091395569e-20
135.1,2.1709157760321575e-20
135.2,2.154903320918708e-20
135.3,2.1390574604621308e-20
135.4,2.123375970253265e-20
135.5,2.1078466632977453e-20
135.6,2.0924873916657597e-20
135.7,2.0772760368961118e-20
135.8,2.0622305130077557e-20
135.9,2.0473387664495033e-20
136.0,2.0325987798271213e-20
136.1,2.018008567993262e-20
136.2,2.0035661774401153e-20
136.3,1.9892696857052812e-20
136.4,1.9751072053114167e-20
136.5,1.9610968945096934e-20
136.6,1.9472268955543946e-20
136.7,1.9334954044757193e-20
136.8,1.9199006455649047e-20
136.9,1.906440870852593e-20
137.0,1.8931143595982094e-20
137.1,1.879909428639556e-20
137.2,1.866844400800683e-20
137.3,1.8539076326033528e-20
137.4,1.841097507328892e-20
137.5,1.8284124330916347e-20
137.6,1.8158508423895025e-20
137.7,1.8034111916639113e-20
137.8,1.7910919608688163e-20
137.9,1.7788916530487176e-20
138.0,1.766808793925323e-20
138.1,1.7548419314927753e-20
138.2,1.7429896356211632e-20
138.3,1.7312504976681813e-20
138.4,1.719623130098702e-20
138.5,1.7081061661120828e-20
138.6,1.6966982592770976e-20
138.7,1.68539808317421e-20
138.8,1.6742043310451138e-20
138.9,1.6631157154493118e-20
139.0,1.65213096792761e-20
139.1,1.641248838672356e-20
139.2,1.630468096204262e-20
139.3,1.6197875270556894e-20
139.4,1.6092059354602097e-20
139.5,1.5987221430483275e-20
139.6,1.5883349885492373e-20
139.7,1.5780433274984516e-20
139.8,1.5678460319511817e-20
139.9,1.55774199020135e-20
140.0,1.547730106506092e-20
140.1,1.537809300815643e-20
140.2,1.5279785085084906e-20
140.3,1.518236680131659e-20
140.4,1.5085827811460434e-20
140.5,1.499015791676622e-20
140.6,1.4895347062675457e-20
140.7,1.4801385336418758e-20
140.8,1.4708262964659683e-20
140.9,1.4615970311183496e-20
141.0,1.4524497874629903e-20
141.1,1.4433836286269072e-20
141.2,1.4343876446651468e-20
141.3,1.4254809221998887e-20
141.4,1.416652551267603e-20
141.5,1.4079016459069062e-20
141.6,1.3992273323689956e-20
141.7,1.3906287489192382e-20
141.8,1.3821050456425094e-20
141.9,1.373655384252125e-20
142.0,1.3652789379023463e-20
142.1,1.3569748910043635e-20
142.2,1.3487424390456774e-20
142.3,1.3405807884128192e-20
142.4,1.332489156217353e-20
142.5,1.3244667701250373e-20
142.6,1.3165128681881588e-20
142.7,1.3086266986809019e-20
142.8,1.3008075199377351e-20
142.9,1.2930546001947467e-20
143.0,1.2853672174338292e-20
143.1,1.2777446592297225e-20
143.2,1.2701762357037905e-20
143.3,1.2626812437153372e-20
143.4,1.255248995039822e-20
143.5,1.2478688306750816e-20
143.6,1.2405600676408954e-20
143.7,1.2333120477635863e-20
143.8,1.2261241217098717e-20
143.9,1.2189956486104079e-20
144.0,1.2119259959297639e-20
144.1,1.2049145393386925e-20
144.2,1.1979606625886414e-20
144.3,1.1910637573884889e-20
144.4,1.1842232232834448e-20
144.5,1.1774384675360459e-20
144.6,1.1707089050092599e-20
144.7,1.164033958051622e-20
144.8,1.1574130563843496e-20
144.9,1.15084563699045e-20
145.0,1.1443311440057125e-20
145.1,1.1378690286116103e-20
145.2,1.1314587489300274e-20
145.3,1.125099769919818e-20
145.4,1.1187915632751218e-20
145.5,1.1125236214932017e-20
145.6,1.1062954514600494e-20
145.7,1.1001365300527363e-20
145.8,1.0940263329443924e-20
145.9,1.0879643640410072e-20
146.0,1.0819501334091792e-20
146.1,1.0759831571859343e-20
146.2,1.0700629574900733e-20
146.3,1.0641890623349975e-20
146.4,1.0583610055430086e-20
146.5,1.0525783266610305e-20
146.6,1.0468405708777441e-20
146.7,1.0411472889421112e-20
146.8,1.0354980370832364e-20
146.9,1.0298923769315681e-20
147.0,1.0243298754414021e-20
147.1,1.0188101048146647e-20
147.2,1.0133326424259549e-20
147.3,1.007897070748806e-20
147.4,1.002502977283183e-20
147.5,9.971499544841332e-21
147.6,9.9183759969163e-21
147.7,9.865655150615469e-21
147.8,9.813333074977575e-21
147.9,9.761405885853338e-21
148.0,9.709869745248333e-21
148.1,9.658720860676423e-21
148.2,9.60795548452362e-21
148.3,9.557569913422192e-21
148.4,9.507560487634908e-21
148.5,9.457923590448848e-21
148.6,9.408655647579357e-21
148.7,9.359753126583115e-21
148.8,9.311212536280716e-21
148.9,9.263030426188514e-21
149.0,9.215203385959202e-21
149.1,9.167728044831501e-21
149.2,9.120501077280778e-21
149.3,9.07371927995055e-21
149.4,9.027279301425417e-21
149.5,8.981177923955761e-21
149.6,8.93541196675323e-21
149.7,8.889978285490155e-21
149.8,8.844873771806753e-21
149.9,8.800095352826152e-21
150.0,8.755639990676706e-21
